year,h,sp,last_madm,avg_madm_school,avg_madm_sp,count_per_school_sp
2020,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(116) Protecţia mediului</b><br/>Limba română,5.07,5.881666666666667,4.988,1
2020,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Servicii/Liceal/Zi,<b>(113) Economic</b><br/>Limba română,7.48,6.38,6.270555555555556,1
2020,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Servicii/Liceal/Zi,<b>(117) Turism şi alimentaţie</b><br/>Limba română,4.95,6.38,4.5200000000000005,1
2020,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Umanist/Liceal/Zi,<b>(114) Filologie</b><br/>Limba română,7.66,7.52,7.416388888888889,1
2020,<b>COLEGIUL AUTO TRAIAN VUIA TG-JIU</b><br/>Servicii/Liceal/Zi,<b>(105) Turism şi alimentaţie</b><br/>Limba română,5.33,5.32,6.205,2
2020,<b>COLEGIUL AUTO TRAIAN VUIA TG-JIU</b><br/>Tehnic/Liceal/Zi,<b>(104) Mecanică</b><br/>Limba română,5.1,5.29,4.525,2
2020,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,8.18,8.022,6.749577464788732,5
2020,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.31,8.022,6.929012345679013,5
2020,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,8.13,8.022,6.84820895522388,5
2020,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(104) Turism şi alimentaţie</b><br/>Limba română/Limba engleză,8.25,8.022,8.045,2
2020,"<b>COLEGIUL DE INDUSTRIE ALIMENTARA ELENA DOAMNA, LOCALITATEA GALATI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(101) Industrie alimentară</b><br/>Limba română,4.73,4.380000000000001,3.515,2
2020,"<b>COLEGIUL DE INDUSTRIE ALIMENTARA ELENA DOAMNA, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(102) Turism şi alimentaţie</b><br/>Limba română,7.21,6.7,5.8968181818181815,2
2020,<b>COLEGIUL DE SERVICII ÎN TURISM NAPOCA CLUJ-NAPOCA</b><br/>Servicii/Liceal/Zi,<b>(105) Turism şi alimentaţie</b><br/>Limba română,7.31,6.494999999999999,6.205,1
2020,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Real/Liceal/Zi,<b>(102) Matematică-Informatică</b><br/>Limba română,8.72,8.4475,8.259512195121951,2
2020,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Real/Liceal/Zi,<b>(103) Ştiinţe ale Naturii</b><br/>Limba română,9.1,8.4475,8.293947368421053,2
2020,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Umanist/Liceal/Zi,<b>(101) Filologie</b><br/>Limba română,8.33,8.105,7.8546000000000005,2
2020,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Umanist/Liceal/Zi,<b>(104) Ştiinţe Sociale</b><br/>Limba română,8.57,8.105,7.712857142857143,2
2020,"<b>COLEGIUL ECONOMIC ADMINISTRATIV, IAŞI</b><br/>Servicii/Liceal/Zi",<b>(106) Comerţ</b><br/>Limba română,8.55,8.129999999999999,7.215000000000001,2
2020,"<b>COLEGIUL ECONOMIC ADMINISTRATIV, IAŞI</b><br/>Servicii/Liceal/Zi",<b>(107) Economic</b><br/>Limba română,8.22,8.129999999999999,7.4719999999999995,2
2020,<b>COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(102) Industrie alimentară</b><br/>Limba română,2.66,2.856666666666667,4.0200000000000005,2
2020,<b>COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,4.2,4.1899999999999995,6.257777777777778,4
2020,<b>COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,5.72,4.1899999999999995,6.84820895522388,3
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba română,7.88,7.4225,8.292857142857143,2
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română,7.73,7.4225,7.5824,2
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(106) Comerţ</b><br/>Limba română,6.73,6.510000000000001,7.215000000000001,2
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(107) Economic</b><br/>Limba română,7.18,6.510000000000001,7.4719999999999995,2
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(109) Turism şi alimentaţie</b><br/>Limba română,7.33,6.510000000000001,7.222307692307693,2
2020,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română,7.99,7.74,7.173333333333333,2
2020,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(110) Comerţ</b><br/>Limba română,7.64,7.0425,7.8525,1
2020,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(111) Economic</b><br/>Limba română,7.81,7.0425,6.7907692307692304,3
2020,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(112) Turism şi alimentaţie</b><br/>Limba română,7.74,7.0425,7.409999999999999,3
2020,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,5.79,4.051111111111111,6.257777777777778,3
2020,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Servicii/Liceal/Zi,<b>(102) Turism şi alimentaţie</b><br/>Limba română,4.63,4.051111111111111,5.8968181818181815,3
2020,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(105) Comerţ</b><br/>Limba română,7.25,6.926666666666667,7.2125,2
2020,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(106) Economic</b><br/>Limba română,7.38,6.926666666666667,6.681666666666666,2
2020,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(107) Turism şi alimentaţie</b><br/>Limba română,7.16,6.926666666666667,6.352222222222222,2
2020,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(122) Comerţ</b><br/>Limba română,8.05,7.448333333333333,7.7,1
2020,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(123) Economic</b><br/>Limba română,7.7,7.448333333333333,6.013636363636363,1
2020,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(124) Turism şi alimentaţie</b><br/>Limba română,7.49,7.448333333333333,5.216666666666667,1
2020,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,8.28,8.368333333333334,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.88,8.368333333333334,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,8.44,8.368333333333334,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,6.93,6.6499999999999995,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.25,6.6499999999999995,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.47,6.6499999999999995,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC FRANCESCO SEVERIO NITTI TIMIȘOARA</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,8.32,8.205,6.257777777777778,1
2020,<b>COLEGIUL ECONOMIC FRANCESCO SEVERIO NITTI TIMIȘOARA</b><br/>Servicii/Liceal/Zi,<b>(102) Turism şi alimentaţie</b><br/>Limba română,8.09,8.205,5.8968181818181815,1
2020,<b>COLEGIUL ECONOMIC GEORGE BARIȚIU SIBIU</b><br/>Servicii/Liceal/Zi,<b>(109) Comerţ</b><br/>Limba română,8.39,7.901666666666666,7.0275,2
2020,<b>COLEGIUL ECONOMIC GEORGE BARIȚIU SIBIU</b><br/>Servicii/Liceal/Zi,<b>(110) Economic</b><br/>Limba română,8.42,7.901666666666666,6.946,2
2020,<b>COLEGIUL ECONOMIC GEORGE BARIȚIU SIBIU</b><br/>Servicii/Liceal/Zi,<b>(111) Turism şi alimentaţie</b><br/>Limba română,8.29,7.901666666666666,6.918333333333333,2
2020,<b>COLEGIUL ECONOMIC GHEORGHE CHITU CRAIOVA</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,6.15,5.448,6.257777777777778,1
2020,<b>COLEGIUL ECONOMIC GHEORGHE CHITU CRAIOVA</b><br/>Servicii/Liceal/Zi,<b>(102) Turism şi alimentaţie</b><br/>Limba română,7.2,5.448,5.8968181818181815,1
2020,<b>COLEGIUL ECONOMIC GHEORGHE DRAGOȘ SATU MARE</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.73,6.962000000000001,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC GHEORGHE DRAGOȘ SATU MARE</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.7,6.962000000000001,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC GHEORGHE DRAGOȘ SATU MARE</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.58,6.962000000000001,6.84820895522388,1
2020,<b>COLEGIUL ECONOMIC HERMES PETROȘANI</b><br/>Servicii/Liceal/Zi,<b>(105) Economic</b><br/>Limba română,6.33,5.9375,6.223684210526316,2
2020,<b>COLEGIUL ECONOMIC HERMES PETROȘANI</b><br/>Servicii/Liceal/Zi,<b>(106) Turism şi alimentaţie</b><br/>Limba română,6.8,5.9375,6.043684210526315,2
2020,<b>COLEGIUL ECONOMIC ION GHICA BACĂU</b><br/>Servicii/Liceal/Zi,<b>(105) Comerţ</b><br/>Limba română,6.51,6.118333333333333,7.2125,1
2020,<b>COLEGIUL ECONOMIC ION GHICA BACĂU</b><br/>Servicii/Liceal/Zi,<b>(106) Economic</b><br/>Limba română,6.12,6.118333333333333,6.681666666666666,1
2020,<b>COLEGIUL ECONOMIC ION GHICA BACĂU</b><br/>Servicii/Liceal/Zi,<b>(107) Turism şi alimentaţie</b><br/>Limba română,6.61,6.118333333333333,6.352222222222222,1
2020,<b>COLEGIUL ECONOMIC ION GHICA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.48,7.128333333333334,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC ION GHICA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.39,7.128333333333334,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC ION GHICA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.43,7.128333333333334,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC IULIAN POP CLUJ-NAPOCA</b><br/>Servicii/Liceal/Zi,<b>(106) Comerţ</b><br/>Limba română,8.54,8.22,7.215000000000001,1
2020,<b>COLEGIUL ECONOMIC IULIAN POP CLUJ-NAPOCA</b><br/>Servicii/Liceal/Zi,<b>(107) Economic</b><br/>Limba română,8.81,8.22,7.4719999999999995,1
2020,<b>COLEGIUL ECONOMIC IULIAN POP CLUJ-NAPOCA</b><br/>Servicii/Liceal/Zi,<b>(108) Turism şi alimentaţie</b><br/>Limba română,8.71,8.22,6.395789473684211,1
2020,<b>COLEGIUL ECONOMIC MANGALIA</b><br/>Servicii/Liceal/Zi,<b>(105) Comerţ</b><br/>Limba română,7.85,7.362666666666667,7.2125,3
2020,<b>COLEGIUL ECONOMIC MANGALIA</b><br/>Servicii/Liceal/Zi,<b>(106) Economic</b><br/>Limba română,8.09,7.362666666666667,6.681666666666666,2
2020,<b>COLEGIUL ECONOMIC MANGALIA</b><br/>Servicii/Liceal/Zi,<b>(108) Turism şi alimentaţie</b><br/>Limba română,7.56,7.362666666666667,6.395789473684211,5
2020,<b>COLEGIUL ECONOMIC MARIA TEIULEANU PITEȘTI</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,8.24,8.138333333333334,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC MARIA TEIULEANU PITEȘTI</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.14,8.138333333333334,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC MARIA TEIULEANU PITEȘTI</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,8.33,8.138333333333334,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC MIHAIL KOGALNICEANU FOCSANI</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,8.2,7.9750000000000005,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC MIHAIL KOGALNICEANU FOCSANI</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.51,7.9750000000000005,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC MIHAIL KOGALNICEANU FOCSANI</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.93,7.9750000000000005,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC MUNICIPIUL BUZĂU</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.42,7.06,6.749577464788732,4
2020,<b>COLEGIUL ECONOMIC MUNICIPIUL BUZĂU</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.72,7.06,6.929012345679013,4
2020,<b>COLEGIUL ECONOMIC MUNICIPIUL BUZĂU</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.53,7.06,6.84820895522388,3
2020,<b>COLEGIUL ECONOMIC NICOLAE TITULESCU BAIA MARE</b><br/>Servicii/Liceal/Zi,<b>(104) Economic</b><br/>Limba română,7.61,7.188,7.2542857142857144,1
2020,<b>COLEGIUL ECONOMIC NICOLAE TITULESCU BAIA MARE</b><br/>Servicii/Liceal/Zi,<b>(105) Turism şi alimentaţie</b><br/>Limba română,7.43,7.188,6.205,1
2020,<b>COLEGIUL ECONOMIC OCTAV ONICESCU BOTOSANI</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.71,6.911666666666666,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC OCTAV ONICESCU BOTOSANI</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.7,6.911666666666666,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC OCTAV ONICESCU BOTOSANI</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.51,6.911666666666666,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC PARTENIE COSMA ORADEA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.4,6.741666666666667,6.749577464788732,2
2020,<b>COLEGIUL ECONOMIC PARTENIE COSMA ORADEA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.07,6.741666666666667,6.929012345679013,2
2020,<b>COLEGIUL ECONOMIC PARTENIE COSMA ORADEA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.54,6.741666666666667,6.84820895522388,2
2020,<b>COLEGIUL ECONOMIC PINTEA VITEAZUL CAVNIC</b><br/>Servicii/Liceal/Zi,<b>(106) Turism şi alimentaţie</b><br/>Limba română,3.91,3.91,6.043684210526315,1
2020,<b>COLEGIUL ECONOMIC TRANSILVANIA TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi,<b>(105) Comerţ</b><br/>Limba română,8.15,7.676666666666667,7.2125,1
2020,<b>COLEGIUL ECONOMIC TRANSILVANIA TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi,<b>(106) Economic</b><br/>Limba română,8.27,7.676666666666667,6.681666666666666,1
2020,<b>COLEGIUL ECONOMIC TRANSILVANIA TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi,<b>(107) Turism şi alimentaţie</b><br/>Limba română,7.98,7.676666666666667,6.352222222222222,1
2020,<b>COLEGIUL ECONOMIC VIRGIL MADGEARU TG-JIU</b><br/>Servicii/Liceal/Zi,<b>(106) Comerţ</b><br/>Limba română,8.0,7.62,7.215000000000001,1
2020,<b>COLEGIUL ECONOMIC VIRGIL MADGEARU TG-JIU</b><br/>Servicii/Liceal/Zi,<b>(107) Economic</b><br/>Limba română,8.0,7.62,7.4719999999999995,1
2020,<b>COLEGIUL ECONOMIC VIRGIL MADGEARU TG-JIU</b><br/>Servicii/Liceal/Zi,<b>(108) Turism şi alimentaţie</b><br/>Limba română,7.77,7.62,6.395789473684211,1
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(103) Comerţ</b><br/>Limba română,8.14,7.355,7.598000000000001,2
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(104) Economic</b><br/>Limba română,7.87,7.355,7.2542857142857144,2
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(105) Turism şi alimentaţie</b><br/>Limba română,7.78,7.355,6.205,2
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(106) Turism şi alimentaţie</b><br/>Limba română/Limba franceză,7.56,7.355,7.0649999999999995,2
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, MUNICIPIUL PLOIEȘTI</b><br/>Real/Liceal/Zi",<b>(118) Matematică-Informatică</b><br/>Limba română,8.86,8.344999999999999,8.503142857142857,1
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(116) Comerţ</b><br/>Limba română,8.34,8.016666666666667,6.3675,1
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(117) Economic</b><br/>Limba română,8.42,8.016666666666667,7.825,1
2020,"<b>COLEGIUL ECONOMIC VIRGIL MADGEARU, MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(119) Turism şi alimentaţie</b><br/>Limba română,8.47,8.016666666666667,7.405,1
2020,<b>COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.65,6.4193333333333324,6.749577464788732,5
2020,<b>COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.01,6.4193333333333324,6.929012345679013,5
2020,<b>COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.83,6.4193333333333324,6.84820895522388,5
